FrameIndex,TrueLabel,ViT_Pred,HOC_Pred,Cyclo_Pred,DS_Fusion_Pred,Correct,Confidence,Conflict,SNR
121,16QAM,16QAM,64qam,16QAM,16QAM,1,0.755421113195627,0.207979558886086,0
122,16QAM,16QAM,64qam,16QAM,16QAM,1,0.699454597326944,0.228665790700414,0
123,16QAM,64QAM,64qam,16QAM,16QAM,1,0.59666107600238,0.250848392239991,0
124,16QAM,16QAM,64qam,16QAM,16QAM,1,0.689472548660866,0.227787491511509,0
125,16QAM,16QAM,64qam,16QAM,16QAM,1,0.70106096066097,0.224269710979492,0
126,16QAM,16QAM,64qam,16QAM,16QAM,1,0.654888871705625,0.249141271434861,0
127,16QAM,64QAM,64qam,16QAM,16QAM,1,0.566765477543732,0.254406440554412,0
128,16QAM,16QAM,64qam,16QAM,16QAM,1,0.60722978214975,0.24785208467285,0
129,16QAM,8PSK,16qam,16QAM,16QAM,1,0.690556924626653,0.249348298174798,0
13,16QAM,8PSK,16qam,16QAM,16QAM,1,0.652764746629892,0.259130732518686,0
130,16QAM,QPSK,64qam,16QAM,16QAM,1,0.634930765436608,0.265908187488645,0
131,16QAM,64QAM,64qam,16QAM,16QAM,1,0.5644366410248,0.252524850836004,0
132,16QAM,16QAM,64qam,16QAM,16QAM,1,0.661048663642246,0.259294783081737,0
133,16QAM,16QAM,64qam,16QAM,16QAM,1,0.728656512251309,0.219062369706268,0
134,16QAM,16QAM,64qam,16QAM,16QAM,1,0.694994440009071,0.227875296458263,0
135,16QAM,16QAM,64qam,16QAM,16QAM,1,0.748485832593843,0.215937903529608,0
136,16QAM,16QAM,64qam,16QAM,16QAM,1,0.709594053250349,0.234226440789759,0
137,16QAM,16QAM,64qam,16QAM,16QAM,1,0.716947430285944,0.226617971694957,0
138,16QAM,8PSK,64qam,16QAM,16QAM,1,0.585164469311978,0.286761914660442,0
139,16QAM,16QAM,64qam,16QAM,16QAM,1,0.679577059632977,0.233033922373313,0
14,16QAM,64QAM,64qam,16QAM,16QAM,1,0.583147338430281,0.260980113195782,0
140,16QAM,16QAM,64qam,16QAM,16QAM,1,0.709598527881788,0.222393592897713,0
141,16QAM,8PSK,16qam,16QAM,16QAM,1,0.586442885269844,0.290010817254156,0
142,16QAM,64QAM,64qam,16QAM,16QAM,1,0.546571400207239,0.273185244530998,0
143,16QAM,16QAM,64qam,16QAM,16QAM,1,0.723313493637071,0.221301032703663,0
144,16QAM,16QAM,64qam,16QAM,16QAM,1,0.750706508875192,0.212999557506086,0
145,16QAM,64QAM,64qam,16QAM,16QAM,1,0.528057796007777,0.267480844531317,0
146,16QAM,16QAM,16qam,16QAM,16QAM,1,0.772316681888481,0.201086027035019,0
147,16QAM,16QAM,64qam,16QAM,16QAM,1,0.673141163227535,0.239197643942903,0
148,16QAM,64QAM,64qam,16QAM,16QAM,1,0.594473790896023,0.249373008647498,0
149,16QAM,16QAM,64qam,16QAM,16QAM,1,0.693320240895674,0.226597346380825,0
15,16QAM,16QAM,64qam,16QAM,16QAM,1,0.693961183269332,0.224714750827344,0
150,16QAM,QPSK,64qam,16QAM,16QAM,1,0.61401890726259,0.272851785801515,0
151,16QAM,64QAM,64qam,16QAM,16QAM,1,0.566629887301769,0.253673735705558,0
152,16QAM,16QAM,64qam,16QAM,16QAM,1,0.661523811364251,0.235728163801427,0
153,16QAM,16QAM,64qam,16QAM,16QAM,1,0.710453602204059,0.222261675822903,0
154,16QAM,16QAM,64qam,16QAM,16QAM,1,0.730472410787815,0.221436523658916,0
155,16QAM,64QAM,64qam,16QAM,16QAM,1,0.599270639961865,0.248562420618378,0
156,16QAM,64QAM,64qam,16QAM,16QAM,1,0.554660866789961,0.260284916815925,0
157,16QAM,16QAM,64qam,16QAM,16QAM,1,0.720192914722602,0.220855168651346,0
158,16QAM,16QAM,64qam,16QAM,16QAM,1,0.748553329836177,0.21437661162742,0
159,16QAM,16QAM,64qam,16QAM,16QAM,1,0.796155132243512,0.186141359299337,0
16,16QAM,64QAM,64qam,16QAM,16QAM,1,0.551950098906702,0.26398695059532,0
160,16QAM,16QAM,64qam,16QAM,16QAM,1,0.664372664490568,0.231101096221775,0
161,16QAM,16QAM,64qam,16QAM,16QAM,1,0.703836291313424,0.225046031240487,0
162,16QAM,64QAM,64qam,16QAM,16QAM,1,0.534288816162623,0.262519529156279,0
163,16QAM,16QAM,16qam,16QAM,16QAM,1,0.832205103921367,0.163479095942416,0
164,16QAM,16QAM,64qam,16QAM,16QAM,1,0.708050349792683,0.222987304342226,0
165,16QAM,64QAM,64qam,16QAM,16QAM,1,0.560920339940183,0.252525940689934,0
166,16QAM,64QAM,64qam,16QAM,16QAM,1,0.555760520964707,0.261893614867358,0
167,16QAM,16QAM,64qam,16QAM,16QAM,1,0.74277173941361,0.214119793495383,0
168,16QAM,64QAM,64qam,16QAM,16QAM,1,0.526299142113948,0.267193421900324,0
169,16QAM,16QAM,64qam,16QAM,16QAM,1,0.675361926674365,0.249002579554381,0
17,16QAM,16QAM,64qam,16QAM,16QAM,1,0.678940468917389,0.229889779273494,0
170,16QAM,64QAM,64qam,16QAM,16QAM,1,0.540307171699028,0.255079647830307,0
171,16QAM,16QAM,64qam,16QAM,16QAM,1,0.76278794368329,0.20741772135832,0
172,16QAM,64QAM,64qam,16QAM,16QAM,1,0.624220005295831,0.246944346704294,0
173,16QAM,16QAM,64qam,16QAM,16QAM,1,0.694503658694164,0.229226980336699,0
174,16QAM,16QAM,16qam,16QAM,16QAM,1,0.781012804088443,0.196847367271245,0
175,16QAM,64QAM,64qam,16QAM,16QAM,1,0.549056866357181,0.256393248340668,0
176,16QAM,16QAM,64qam,16QAM,16QAM,1,0.776257953226017,0.206056921095696,0
177,16QAM,16QAM,64qam,16QAM,16QAM,1,0.721341805300508,0.226459632113118,0
178,16QAM,16QAM,64qam,16QAM,16QAM,1,0.696425983899934,0.233584999907996,0
179,16QAM,16QAM,64qam,16QAM,16QAM,1,0.727655063791479,0.217525868803837,0
18,16QAM,64QAM,64qam,16QAM,16QAM,1,0.575225484597088,0.254006996804905,0
180,16QAM,16QAM,64qam,16QAM,16QAM,1,0.66941420708655,0.229998260115482,0
181,16QAM,16QAM,64qam,16QAM,16QAM,1,0.705274397599767,0.223261784162003,0
182,16QAM,16QAM,64qam,16QAM,16QAM,1,0.712651001003296,0.237860172714338,0
183,16QAM,64QAM,64qam,16QAM,16QAM,1,0.548479783280313,0.253272745492457,0
184,16QAM,16QAM,64qam,16QAM,16QAM,1,0.669246586887147,0.232815027721698,0
185,16QAM,16QAM,64qam,16QAM,16QAM,1,0.682962494220399,0.238130317447981,0
186,16QAM,16QAM,64qam,16QAM,16QAM,1,0.713058904337514,0.230436772440743,0
187,16QAM,16QAM,64qam,16QAM,16QAM,1,0.769922732273953,0.197797281806033,0
188,16QAM,64QAM,64qam,16QAM,16QAM,1,0.554200931621483,0.264769805575325,0
189,16QAM,8PSK,64qam,16QAM,16QAM,1,0.565997784353692,0.295328941579812,0
19,16QAM,64QAM,64qam,16QAM,16QAM,1,0.635038855344744,0.23789213768921,0
190,16QAM,16QAM,64qam,16QAM,16QAM,1,0.704255746406117,0.225776475639254,0
191,16QAM,64QAM,64qam,16QAM,16QAM,1,0.609158060136378,0.246227291731079,0
192,16QAM,16QAM,64qam,16QAM,16QAM,1,0.699024784866355,0.221882485616104,0
193,16QAM,64QAM,64qam,16QAM,16QAM,1,0.591316594703501,0.253094468369996,0
194,16QAM,16QAM,64qam,16QAM,16QAM,1,0.648063061728745,0.235768958123602,0
195,16QAM,16QAM,64qam,16QAM,16QAM,1,0.724699588190273,0.225904103359216,0
196,16QAM,64QAM,64qam,16QAM,16QAM,1,0.524892613010296,0.26495728930948,0
197,16QAM,16QAM,64qam,16QAM,16QAM,1,0.657455411753564,0.233665977516417,0
198,16QAM,16QAM,16qam,16QAM,16QAM,1,0.814122460522397,0.175738976794043,0
199,16QAM,16QAM,64qam,16QAM,16QAM,1,0.709310590304302,0.231280120746538,0
2,16QAM,16QAM,16qam,16QAM,16QAM,1,0.688527897058213,0.243002927515014,0
20,16QAM,16QAM,64qam,16QAM,16QAM,1,0.708944249128356,0.220067157951095,0
200,16QAM,64QAM,64qam,16QAM,16QAM,1,0.558690253362092,0.257850471087898,0
21,16QAM,QPSK,16qam,16QAM,16QAM,1,0.664734054727606,0.255824993079986,0
22,16QAM,QPSK,64qam,16QAM,16QAM,1,0.598396798280786,0.26968942958687,0
23,16QAM,16QAM,16qam,16QAM,16QAM,1,0.856964184462001,0.144986918231826,0
24,16QAM,16QAM,64qam,16QAM,16QAM,1,0.661619604960253,0.236210138526755,0
25,16QAM,16QAM,64qam,16QAM,16QAM,1,0.737299834820464,0.22019840454911,0
26,16QAM,16QAM,64qam,16QAM,16QAM,1,0.771251588847947,0.20467979608268,0
27,16QAM,64QAM,64qam,16QAM,16QAM,1,0.552596003338485,0.261243315186607,0
28,16QAM,16QAM,64qam,16QAM,16QAM,1,0.675219523634665,0.24750186745494,0
29,16QAM,16QAM,64qam,16QAM,16QAM,1,0.699977385791959,0.238817439525209,0
3,16QAM,16QAM,64qam,16QAM,16QAM,1,0.735276175068427,0.222114927601582,0
30,16QAM,16QAM,16qam,16QAM,16QAM,1,0.775875624866981,0.197318009696532,0
31,16QAM,16QAM,64qam,16QAM,16QAM,1,0.707544710572673,0.218655602597463,0
32,16QAM,16QAM,64qam,16QAM,16QAM,1,0.645247774637414,0.234727984122799,0
33,16QAM,16QAM,64qam,16QAM,16QAM,1,0.714977546311984,0.230121140252451,0
34,16QAM,16QAM,64qam,16QAM,16QAM,1,0.703443103098132,0.235106305142002,0
35,16QAM,64QAM,64qam,16QAM,16QAM,1,0.494050724667433,0.272349764958093,0
36,16QAM,16QAM,16qam,16QAM,16QAM,1,0.784532528455543,0.187602709882189,0
37,16QAM,16QAM,64qam,16QAM,16QAM,1,0.728011155747447,0.230501340748389,0
38,16QAM,16QAM,64qam,16QAM,16QAM,1,0.615562191630284,0.244646375612433,0
39,16QAM,64QAM,64qam,16QAM,16QAM,1,0.635237304822263,0.237713253046607,0
4,16QAM,64QAM,64qam,16QAM,16QAM,1,0.627022903078297,0.2423929047503,0
40,16QAM,64QAM,64qam,16QAM,16QAM,1,0.586997399450835,0.246039173610887,0
41,16QAM,64QAM,64qam,16QAM,16QAM,1,0.625245291877662,0.244976275503493,0
42,16QAM,64QAM,64qam,16QAM,16QAM,1,0.612050242060651,0.248672895675529,0
43,16QAM,64QAM,64qam,16QAM,16QAM,1,0.557940047351112,0.260543909974924,0
44,16QAM,16QAM,64qam,16QAM,16QAM,1,0.68969131894388,0.239549711845203,0
45,16QAM,16QAM,16qam,16QAM,16QAM,1,0.774982700792258,0.188782360116757,0
46,16QAM,64QAM,64qam,16QAM,16QAM,1,0.616852681905347,0.245095737095581,0
47,16QAM,16QAM,64qam,16QAM,16QAM,1,0.725970060065493,0.223160955673064,0
48,16QAM,16QAM,64qam,16QAM,16QAM,1,0.732374326901044,0.223241444206597,0
49,16QAM,16QAM,64qam,16QAM,16QAM,1,0.763421145621276,0.214039083158045,0
5,16QAM,16QAM,64qam,16QAM,16QAM,1,0.711407923146524,0.225330614736791,0
50,16QAM,16QAM,64qam,16QAM,16QAM,1,0.71019956054168,0.22531102253354,0
51,16QAM,16QAM,16qam,16QAM,16QAM,1,0.810024743540681,0.177421868974866,0
52,16QAM,16QAM,64qam,16QAM,16QAM,1,0.777387049944662,0.201206187313456,0
53,16QAM,64QAM,64qam,16QAM,16QAM,1,0.520707556678607,0.267438016966043,0
54,16QAM,64QAM,64qam,16QAM,16QAM,1,0.573993282600577,0.254688419624417,0
55,16QAM,16QAM,64qam,16QAM,16QAM,1,0.671700670368127,0.234661498558602,0
56,16QAM,64QAM,64qam,16QAM,16QAM,1,0.617044716684461,0.241107531337388,0
57,16QAM,64QAM,64qam,16QAM,16QAM,1,0.555273560018951,0.258659480312438,0
58,16QAM,16QAM,64qam,16QAM,16QAM,1,0.695229239252553,0.227824086633521,0
59,16QAM,16QAM,16qam,16QAM,16QAM,1,0.810030753680205,0.171957000309396,0
6,16QAM,16QAM,64qam,16QAM,16QAM,1,0.679763160663699,0.22677605562008,0
60,16QAM,16QAM,64qam,16QAM,16QAM,1,0.697704426713525,0.225926085867805,0
61,16QAM,64QAM,64qam,16QAM,16QAM,1,0.558989855174112,0.258287465467142,0
62,16QAM,16QAM,64qam,16QAM,16QAM,1,0.670101919782275,0.239829438745039,0
63,16QAM,16QAM,64qam,16QAM,16QAM,1,0.690799618328899,0.230313246280043,0
64,16QAM,QPSK,16qam,16QAM,16QAM,1,0.642601454809426,0.270067880483397,0
65,16QAM,64QAM,64qam,16QAM,16QAM,1,0.59074019894319,0.251063144954709,0
66,16QAM,16QAM,64qam,16QAM,16QAM,1,0.771275876011858,0.205745419660969,0
67,16QAM,16QAM,64qam,16QAM,16QAM,1,0.629174470752988,0.247195643702386,0
68,16QAM,16QAM,64qam,16QAM,16QAM,1,0.701095254806809,0.232329614529738,0
69,16QAM,16QAM,64qam,16QAM,16QAM,1,0.714064156050594,0.224514108952461,0
7,16QAM,64QAM,64qam,16QAM,16QAM,1,0.568700840518449,0.250964169233047,0
70,16QAM,64QAM,64qam,16QAM,16QAM,1,0.509383547946732,0.276355000867931,0
71,16QAM,8PSK,64qam,16QAM,16QAM,1,0.605478323143482,0.282119928491761,0
72,16QAM,64QAM,16qam,16QAM,16QAM,1,0.697653043964103,0.215706131689002,0
73,16QAM,16QAM,64qam,16QAM,16QAM,1,0.731897574013455,0.215805350826999,0
74,16QAM,16QAM,64qam,16QAM,16QAM,1,0.603977985930525,0.248963540065449,0
75,16QAM,16QAM,64qam,16QAM,16QAM,1,0.773566001112062,0.203761924099366,0
76,16QAM,16QAM,64qam,16QAM,16QAM,1,0.797669490851397,0.186005115394928,0
77,16QAM,16QAM,64qam,16QAM,16QAM,1,0.741157114021252,0.216739314968307,0
78,16QAM,16QAM,64qam,16QAM,16QAM,1,0.757339954367611,0.216610588585702,0
79,16QAM,16QAM,64qam,16QAM,16QAM,1,0.723172595833553,0.221863298154369,0
8,16QAM,16QAM,64qam,16QAM,16QAM,1,0.693611831357829,0.226372299200437,0
80,16QAM,64QAM,64qam,16QAM,16QAM,1,0.596043445671182,0.252417725518234,0
81,16QAM,64QAM,64qam,16QAM,16QAM,1,0.628371505457567,0.243230159071752,0
82,16QAM,16QAM,64qam,16QAM,16QAM,1,0.638946194103615,0.239020527704997,0
83,16QAM,64QAM,64qam,16QAM,16QAM,1,0.502105081794223,0.270864372586331,0
84,16QAM,64QAM,64qam,16QAM,16QAM,1,0.585766644070115,0.248596234363454,0
85,16QAM,16QAM,64qam,16QAM,16QAM,1,0.642462623148887,0.241655834341169,0
86,16QAM,16QAM,64qam,16QAM,16QAM,1,0.765777753981587,0.206007157099613,0
87,16QAM,16QAM,64qam,16QAM,16QAM,1,0.711904598032644,0.230674048328676,0
88,16QAM,16QAM,64qam,16QAM,16QAM,1,0.750758065663069,0.214100976772778,0
89,16QAM,16QAM,16qam,16QAM,16QAM,1,0.824479288227133,0.166849660634278,0
9,16QAM,16QAM,64qam,16QAM,16QAM,1,0.735400757345593,0.219336325301183,0
90,16QAM,64QAM,64qam,16QAM,16QAM,1,0.549259196399896,0.263735194221262,0
91,16QAM,16QAM,64qam,16QAM,16QAM,1,0.691109158316841,0.229392912559766,0
92,16QAM,64QAM,64qam,16QAM,16QAM,1,0.597692364482933,0.248689473557051,0
93,16QAM,16QAM,64qam,16QAM,16QAM,1,0.706646767084607,0.233119597117606,0
94,16QAM,16QAM,64qam,16QAM,16QAM,1,0.714411753818966,0.230001934429184,0
95,16QAM,16QAM,64qam,16QAM,16QAM,1,0.724621650822171,0.229356288856572,0
96,16QAM,16QAM,64qam,16QAM,16QAM,1,0.731086004845509,0.22139247090782,0
97,16QAM,16QAM,64qam,16QAM,16QAM,1,0.730974415338698,0.223309097634743,0
98,16QAM,16QAM,64qam,16QAM,16QAM,1,0.6289151662211,0.245717948886482,0
99,16QAM,16QAM,64qam,16QAM,16QAM,1,0.647413753774472,0.235981556490703,0
1,16QAM,64QAM,16qam,16QAM,16QAM,1,0.5228691363228,0.891820655948662,10
10,16QAM,64QAM,16qam,64QAM,64QAM,0,0.974581492708107,0.634528077768382,10
100,16QAM,64QAM,16qam,16QAM,16QAM,1,0.648246646074976,0.893955471998003,10
101,16QAM,64QAM,16qam,16QAM,16QAM,1,0.548902584251301,0.894976378441826,10
102,16QAM,64QAM,16qam,16QAM,16QAM,1,0.942110578918676,0.618879666670173,10
103,16QAM,64QAM,16qam,16QAM,16QAM,1,0.742664153575309,0.892217113564887,10
104,16QAM,64QAM,16qam,16QAM,16QAM,1,0.66642439242671,0.876853264567656,10
105,16QAM,16QAM,16qam,16QAM,16QAM,1,0.995074356962749,0.340833593509904,10
106,16QAM,64QAM,64qam,64QAM,64QAM,0,0.981924091811185,0.422648674190272,10
107,16QAM,64QAM,16qam,16QAM,16QAM,1,0.513264120923435,0.892612926812289,10
108,16QAM,64QAM,16qam,16QAM,16QAM,1,0.613769632658594,0.898015100809325,10
109,16QAM,64QAM,16qam,16QAM,64QAM,0,0.502054736145702,0.901721749043229,10
11,16QAM,16QAM,16qam,16QAM,16QAM,1,0.996340039546351,0.258669980667028,10
110,16QAM,64QAM,16qam,16QAM,16QAM,1,0.535910229724155,0.892411768852939,10
111,16QAM,16QAM,16qam,16QAM,16QAM,1,0.993219732763467,0.415173582445085,10
112,16QAM,64QAM,16qam,16QAM,64QAM,0,0.498138962214536,0.902527397482188,10
113,16QAM,16QAM,16qam,16QAM,16QAM,1,0.986052211796741,0.399776310587947,10
114,16QAM,64QAM,16qam,16QAM,16QAM,1,0.735888336351208,0.828799813390225,10
115,16QAM,64QAM,16qam,16QAM,16QAM,1,0.515145333310421,0.896706362304517,10
116,16QAM,64QAM,16qam,16QAM,16QAM,1,0.87935406758737,0.724192804699133,10
117,16QAM,16QAM,16qam,16QAM,16QAM,1,0.921956486408859,0.649783904122182,10
118,16QAM,64QAM,64qam,16QAM,64QAM,0,0.646760809076556,0.878372080658815,10
119,16QAM,64QAM,16qam,16QAM,16QAM,1,0.857158925689332,0.75047652904841,10
12,16QAM,64QAM,16qam,16QAM,16QAM,1,0.715458923451751,0.841039882389908,10
120,16QAM,64QAM,64qam,16QAM,64QAM,0,0.641824453398272,0.886547003677306,10
121,16QAM,64QAM,16qam,16QAM,64QAM,0,0.584968880857892,0.917163455581325,10
122,16QAM,16QAM,16qam,16QAM,16QAM,1,0.969437522826256,0.501721064815953,10
123,16QAM,64QAM,64qam,16QAM,64QAM,0,0.690319880382266,0.888693879314454,10
124,16QAM,64QAM,16qam,16QAM,64QAM,0,0.51887725647788,0.887025639452555,10
125,16QAM,64QAM,16qam,16QAM,16QAM,1,0.812898652844069,0.870540695397221,10
126,16QAM,64QAM,16qam,16QAM,16QAM,1,0.497308007046904,0.899283264921015,10
127,16QAM,64QAM,64qam,64QAM,64QAM,0,0.998474888397735,0.12998667537661,10
128,16QAM,64QAM,16qam,16QAM,64QAM,0,0.56039871374773,0.90768363212406,10
129,16QAM,64QAM,64qam,64QAM,64QAM,0,0.975960211556738,0.522835456039073,10
13,16QAM,64QAM,16qam,16QAM,16QAM,1,0.621093909886837,0.892535776721629,10
130,16QAM,64QAM,64qam,16QAM,64QAM,0,0.647459910088863,0.887173680754755,10
131,16QAM,64QAM,16qam,16QAM,16QAM,1,0.660069679084503,0.857001550863095,10
132,16QAM,64QAM,16qam,16QAM,16QAM,1,0.644011793051159,0.871719989530714,10
133,16QAM,64QAM,16qam,16QAM,16QAM,1,0.608428248730154,0.89805377050398,10
134,16QAM,64QAM,16qam,16QAM,16QAM,1,0.697402220876329,0.863659186640302,10
135,16QAM,64QAM,16qam,16QAM,16QAM,1,0.680319462959904,0.897128517707727,10
136,16QAM,64QAM,16qam,16QAM,64QAM,0,0.513483024261561,0.903175302054863,10
137,16QAM,64QAM,16qam,16QAM,64QAM,0,0.597741223688941,0.894834522650875,10
138,16QAM,8PSK,64qam,16QAM,16QAM,1,0.761515469198705,0.884442048005644,10
139,16QAM,64QAM,64qam,16QAM,64QAM,0,0.776420614792749,0.881335066803108,10
14,16QAM,64QAM,16qam,16QAM,16QAM,1,0.540400552153678,0.90093821815266,10
140,16QAM,64QAM,16qam,64QAM,64QAM,0,0.982044990803812,0.635390864616675,10
141,16QAM,64QAM,16qam,64QAM,64QAM,0,0.981823859860937,0.604244548815604,10
142,16QAM,64QAM,16qam,16QAM,16QAM,1,0.690157413237554,0.87646644300438,10
143,16QAM,64QAM,16qam,16QAM,16QAM,1,0.624672592424335,0.895750514939131,10
144,16QAM,64QAM,16qam,16QAM,16QAM,1,0.50748115262364,0.904261188201382,10
145,16QAM,64QAM,16qam,16QAM,16QAM,1,0.771683318245521,0.861276872517171,10
146,16QAM,16QAM,16qam,16QAM,16QAM,1,0.975890170532358,0.447197491895133,10
147,16QAM,64QAM,16qam,64QAM,64QAM,0,0.973417816230739,0.632745102276346,10
148,16QAM,64QAM,64qam,64QAM,64QAM,0,0.977469972813022,0.506015096601809,10
149,16QAM,64QAM,16qam,16QAM,64QAM,0,0.59978161344113,0.886145964928716,10
15,16QAM,64QAM,16qam,16QAM,16QAM,1,0.517644354974574,0.897159217129193,10
150,16QAM,64QAM,16qam,16QAM,16QAM,1,0.516208693695244,0.896449015064874,10
151,16QAM,64QAM,16qam,16QAM,16QAM,1,0.692692813781046,0.872750630669556,10
152,16QAM,64QAM,16qam,16QAM,16QAM,1,0.595912778988901,0.881544042727491,10
153,16QAM,64QAM,16qam,16QAM,16QAM,1,0.511430619113251,0.901825352559293,10
154,16QAM,64QAM,64qam,64QAM,64QAM,0,0.973916761060152,0.575436093766571,10
155,16QAM,64QAM,64qam,64QAM,64QAM,0,0.983442698632868,0.497768124773867,10
156,16QAM,8PSK,64qam,64QAM,64QAM,0,0.897754559327991,0.790203587045543,10
157,16QAM,64QAM,64qam,16QAM,64QAM,0,0.65868246881469,0.884616963403818,10
158,16QAM,64QAM,64qam,16QAM,64QAM,0,0.783379954849275,0.87375831069216,10
159,16QAM,64QAM,16qam,16QAM,16QAM,1,0.581400982459012,0.876130733942967,10
16,16QAM,16QAM,16qam,64QAM,64QAM,0,0.676837142994104,0.808667776147574,10
160,16QAM,64QAM,16qam,16QAM,16QAM,1,0.622645748701121,0.882342869793096,10
161,16QAM,64QAM,16qam,16QAM,16QAM,1,0.760267468706041,0.831183320150115,10
162,16QAM,64QAM,64qam,16QAM,64QAM,0,0.695705994387838,0.880381403825522,10
163,16QAM,64QAM,16qam,16QAM,16QAM,1,0.526626011457594,0.885208361935617,10
164,16QAM,64QAM,16qam,16QAM,64QAM,0,0.573563359689961,0.918873145392848,10
165,16QAM,64QAM,64qam,64QAM,64QAM,0,0.978138854948137,0.524145026460911,10
166,16QAM,64QAM,16qam,16QAM,16QAM,1,0.62365956174393,0.878185527807247,10
167,16QAM,64QAM,16qam,16QAM,16QAM,1,0.515433619932042,0.887947497353567,10
168,16QAM,64QAM,16qam,64QAM,64QAM,0,0.949216951309091,0.674480079344118,10
169,16QAM,64QAM,16qam,16QAM,16QAM,1,0.76166568673483,0.819449496825412,10
17,16QAM,64QAM,16qam,16QAM,64QAM,0,0.543005653966592,0.904227990329111,10
170,16QAM,16QAM,16qam,16QAM,16QAM,1,0.992431914690088,0.344155043836935,10
171,16QAM,64QAM,64qam,64QAM,64QAM,0,0.988631164049406,0.383639041293335,10
172,16QAM,16QAM,16qam,16QAM,16QAM,1,0.949271710161603,0.634363641934147,10
173,16QAM,64QAM,16qam,16QAM,64QAM,0,0.545225540295975,0.903264850017891,10
174,16QAM,64QAM,16qam,16QAM,16QAM,1,0.927561817037156,0.673706043251459,10
175,16QAM,64QAM,64qam,16QAM,64QAM,0,0.787966382763839,0.880063071231693,10
176,16QAM,64QAM,16qam,64QAM,64QAM,0,0.986846547231417,0.553471628473309,10
177,16QAM,64QAM,64qam,16QAM,64QAM,0,0.693193887484952,0.883773829997346,10
178,16QAM,64QAM,16qam,16QAM,16QAM,1,0.588797626150066,0.89814160117282,10
179,16QAM,64QAM,64qam,16QAM,64QAM,0,0.796742312007767,0.87753179639846,10
18,16QAM,64QAM,64qam,64QAM,64QAM,0,0.963375447563484,0.631676255071817,10
180,16QAM,64QAM,64qam,64QAM,64QAM,0,0.984936376803161,0.468451079099678,10
181,16QAM,64QAM,16qam,16QAM,16QAM,1,0.56013905024647,0.900559709697701,10
182,16QAM,64QAM,16qam,16QAM,64QAM,0,0.498193890572746,0.886337066550796,10
183,16QAM,64QAM,16qam,16QAM,16QAM,1,0.608198896039875,0.897221888959355,10
184,16QAM,QPSK,64qam,64QAM,64QAM,0,0.920136524007385,0.758984126813546,10
185,16QAM,64QAM,16qam,16QAM,16QAM,1,0.626207798130805,0.88550222863879,10
186,16QAM,16QAM,16qam,16QAM,16QAM,1,0.990492134522797,0.487948567785645,10
187,16QAM,64QAM,64qam,64QAM,64QAM,0,0.930453554783023,0.727831889394788,10
188,16QAM,64QAM,16qam,16QAM,16QAM,1,0.497984141043303,0.90184407704474,10
189,16QAM,64QAM,16qam,16QAM,16QAM,1,0.573967881953137,0.900191504939292,10
19,16QAM,16QAM,16qam,16QAM,16QAM,1,0.992323866756907,0.448857474968942,10
