FrameIndex,TrueLabel,Prediction,Correct,Confidence,SNR,prob_bpsk,prob_4psk,prob_8psk,prob_16qam,prob_64qam
25,bpsk,8psk,0,0.283932654762917,0,0,0.252358024343476,0.283932654762917,0.236645163252961,0.227064157640646
26,bpsk,8psk,0,0.287747974875361,0,0,0.251994995124073,0.287747974875361,0.235410122487374,0.224846907513192
27,bpsk,8psk,0,0.284589255987744,0,0,0.251918466205869,0.284589255987744,0.236697414451532,0.226794863354856
28,bpsk,8psk,0,0.287661601141939,0,0,0.251918263383342,0.287661601141939,0.235497696482579,0.224922438992139
29,bpsk,8psk,0,0.291496990185643,0,0,0.251880531577832,0.291496990185643,0.233999140588711,0.222623337647814
30,bpsk,8psk,0,0.286724185070155,0,0,0.251944681816884,0.286724185070155,0.235847132720897,0.225484000392065
31,bpsk,8psk,0,0.283864493249683,0,0,0.251982883730907,0.283864493249683,0.236933184313793,0.227219438705617
32,bpsk,8psk,0,0.289491155914697,0,0,0.251895334729887,0.289491155914697,0.234790452951027,0.22382305640439
33,bpsk,8psk,0,0.289420719888444,0,0,0.251898578229964,0.289420719888444,0.234816083055841,0.223864618825751
34,bpsk,8psk,0,0.284011494971792,0,0,0.252110287594108,0.284011494971792,0.236788599601107,0.227089617832992
35,bpsk,8psk,0,0.28755063690196,0,0,0.25218357857825,0.28755063690196,0.235354910459011,0.224910874060778
36,bpsk,8psk,0,0.284607792851816,0,0,0.252055097437528,0.284607792851816,0.236595772150382,0.226741337560274
37,bpsk,8psk,0,0.286962637644483,0,0,0.252142558741725,0.286962637644483,0.235611563532087,0.225283240081706
38,bpsk,8psk,0,0.285909991772642,0,0,0.252441317162688,0.285909991772642,0.235822357770413,0.225826333294256
39,bpsk,8psk,0,0.286923086881216,0,0,0.25218580809684,0.286923086881216,0.23560202462351,0.225289080398434
40,bpsk,8psk,0,0.288242086910104,0,0,0.251986233189777,0.288242086910104,0.235221920124097,0.224549759776022
41,bpsk,8psk,0,0.284792369145254,0,0,0.251954386663611,0.284792369145254,0.236593349247148,0.226659894943987
42,bpsk,8psk,0,0.285188793852112,0,0,0.252195483098273,0.285188793852112,0.236270730632457,0.226344992417157
43,bpsk,8psk,0,0.285231512999913,0,0,0.251916714740909,0.285231512999913,0.236449445469079,0.226402326790099
44,bpsk,8psk,0,0.287739159606436,0,0,0.251932057804478,0.287739159606436,0.235457535114554,0.224871247474532
45,bpsk,8psk,0,0.283422134014076,0,0,0.251921230406087,0.283422134014076,0.237146093714807,0.22751054186503
46,bpsk,8psk,0,0.284463965178619,0,0,0.252259399565177,0.284463965178619,0.236510810816714,0.226765824439489
47,bpsk,8psk,0,0.282419550788843,0,0,0.25197804195515,0.282419550788843,0.237492467038656,0.228109940217351
48,bpsk,8psk,0,0.289575308815029,0,0,0.252178729003544,0.289575308815029,0.234553601930195,0.223692360251232
49,bpsk,8psk,0,0.287785845411914,0,0,0.251932009971854,0.287785845411914,0.235439377221394,0.224842767394839
50,bpsk,8psk,0,0.285392339105481,0,0,0.251954525572419,0.285392339105481,0.236360443813216,0.226292691508885
51,bpsk,8psk,0,0.284301308927719,0,0,0.25191819273888,0.284301308927719,0.236809057161424,0.226971441171977
52,bpsk,8psk,0,0.287735818844859,0,0,0.251990576495569,0.287735818844859,0.235418066114327,0.224855538545245
53,bpsk,8psk,0,0.28551217828064,0,0,0.251957620624388,0.28551217828064,0.236311638200264,0.226218562894708
54,bpsk,8psk,0,0.286668903995473,0,0,0.251914325469668,0.286668903995473,0.235890353559839,0.22552641697502
55,bpsk,8psk,0,0.285160842150008,0,0,0.251989059063529,0.285160842150008,0.236427466464172,0.226422632322292
56,bpsk,8psk,0,0.293169592161237,0,0,0.252838693509447,0.293169592161237,0.232656888862199,0.221334825467117
57,bpsk,8psk,0,0.285145096045531,0,0,0.252192080488902,0.285145096045531,0.236291644093823,0.226371179371744
58,bpsk,8psk,0,0.284950258537539,0,0,0.252045868211442,0.284950258537539,0.236468114379416,0.226535758871604
59,bpsk,8psk,0,0.284783949986376,0,0,0.251973375529496,0.284783949986376,0.236583847869264,0.226658826614864
60,bpsk,8psk,0,0.289016428039703,0,0,0.251935791616355,0.289016428039703,0.234950076487637,0.224097703856304
61,bpsk,8psk,0,0.286198440489674,0,0,0.252047441198342,0.286198440489674,0.235981434694967,0.225772683617017
62,bpsk,8psk,0,0.285998215127024,0,0,0.251926581736111,0.285998215127024,0.236144087994359,0.225931115142507
63,bpsk,8psk,0,0.291834060597089,0,0,0.251841407427531,0.291834060597089,0.233892089790797,0.222432442184583
64,bpsk,8psk,0,0.285892694388853,0,0,0.252355574876771,0.285892694388853,0.235886396073695,0.225865334660682
65,bpsk,8psk,0,0.284975415267282,0,0,0.252048210138431,0.284975415267282,0.236456991458115,0.226519383136172
66,bpsk,8psk,0,0.284305248634726,0,0,0.251918711787362,0.284305248634726,0.236807165959132,0.22696887361878
67,bpsk,8psk,0,0.286570222727077,0,0,0.251994378341018,0.286570222727077,0.235871373096787,0.225564025835118
68,bpsk,8psk,0,0.285130527785856,0,0,0.252031784397596,0.285130527785856,0.236408886840126,0.226428800976421
69,bpsk,8psk,0,0.286687629472624,0,0,0.252097304490736,0.286687629472624,0.235756057354431,0.22545900868221
70,bpsk,8psk,0,0.290753644011593,0,0,0.252299713606436,0.290753644011593,0.234007245643031,0.22293939673894
71,bpsk,8psk,0,0.286866179707481,0,0,0.251986062066946,0.286866179707481,0.235761800472007,0.225385957753565
72,bpsk,8psk,0,0.287040468463916,0,0,0.251997207693706,0.287040468463916,0.235686069394361,0.225276254448018
73,bpsk,8psk,0,0.285342220930612,0,0,0.252245845956019,0.285342220930612,0.236175476789806,0.226236456323563
74,bpsk,8psk,0,0.288881172494138,0,0,0.251930345376153,0.288881172494138,0.23500754358278,0.224180938546929
75,bpsk,8psk,0,0.284873841439883,0,0,0.252048829104731,0.284873841439883,0.236497567922562,0.226579761532824
76,bpsk,8psk,0,0.286588073024618,0,0,0.251921838556727,0.286588073024618,0.235916680706253,0.225573407712402
77,bpsk,8psk,0,0.284849884082588,0,0,0.251916449160866,0.284849884082588,0.236597807678729,0.226635859077818
78,bpsk,8psk,0,0.28677670416754,0,0,0.252000014258229,0.28677670416754,0.235788627915311,0.22543465365892
79,bpsk,8psk,0,0.285054142377316,0,0,0.251918136850976,0.285054142377316,0.236517363086443,0.226510357685265
80,bpsk,8psk,0,0.286747267425476,0,0,0.251960881145517,0.286747267425476,0.23582621551959,0.225465635909417
81,bpsk,8psk,0,0.285569720510445,0,0,0.251969727021499,0.285569720510445,0.236280623786512,0.226179928681544
82,bpsk,8psk,0,0.285163709996328,0,0,0.25220118825611,0.285163709996328,0.236280258155987,0.226354843591575
83,bpsk,8psk,0,0.287385710547383,0,0,0.251916332884107,0.287385710547383,0.235607763434296,0.225090193134214
84,bpsk,8psk,0,0.286527305047582,0,0,0.252035092261241,0.286527305047582,0.235862098651322,0.225575504039855
85,bpsk,8psk,0,0.286874372038162,0,0,0.251909068318837,0.286874372038162,0.235813518620445,0.225403041022556
86,bpsk,8psk,0,0.288571534737271,0,0,0.251893921722578,0.288571534737271,0.235155890241993,0.224378653298159
87,bpsk,8psk,0,0.286293174871369,0,0,0.251934166592635,0.286293174871369,0.236023255088005,0.225749403447992
88,bpsk,8psk,0,0.286245737663396,0,0,0.251935734698201,0.286245737663396,0.236040946388968,0.225777581249434
89,bpsk,8psk,0,0.284924235184976,0,0,0.252000041054443,0.284924235184976,0.23651098246086,0.226564741299721
90,bpsk,8psk,0,0.285237777095659,0,0,0.251915953168339,0.285237777095659,0.236447547952625,0.226398721783377
91,bpsk,8psk,0,0.284003756565072,0,0,0.251949385119229,0.284003756565072,0.236902050745961,0.227144807569738
92,bpsk,8psk,0,0.285218966790139,0,0,0.251916024628635,0.285218966790139,0.236454808793471,0.226410199787755
93,bpsk,8psk,0,0.284909949112677,0,0,0.251917641261064,0.284909949112677,0.236573679362992,0.226598730263267
94,bpsk,8psk,0,0.28485260733272,0,0,0.25202231416966,0.28485260733272,0.236523470046155,0.226601608451465
95,bpsk,8psk,0,0.2883104809697,0,0,0.252017959075459,0.2883104809697,0.235171982026238,0.224499577928603
96,bpsk,8psk,0,0.28977918950593,0,0,0.252032529895217,0.28977918950593,0.234577356120749,0.223610924478103
97,bpsk,8psk,0,0.285729438983878,0,0,0.251935714404389,0.285729438983878,0.236242399350165,0.226092447261567
98,bpsk,8psk,0,0.287043074278164,0,0,0.252021306502173,0.287043074278164,0.23566818014402,0.225267439075643
99,bpsk,8psk,0,0.28829984809522,0,0,0.251979977608585,0.28829984809522,0.235202616701387,0.224517557594808
100,bpsk,8psk,0,0.284297595304489,0,0,0.251953421776416,0.284297595304489,0.236785980399125,0.22696300251997
101,bpsk,8psk,0,0.287791862624278,0,0,0.253074363339069,0.287791862624278,0.234651237424863,0.224482536611789
102,bpsk,8psk,0,0.286902008196193,0,0,0.252003470831917,0.286902008196193,0.235737376663492,0.225357144308398
103,bpsk,8psk,0,0.286479504106749,0,0,0.252114872941776,0.286479504106749,0.235824482631981,0.225581140319494
104,bpsk,8psk,0,0.288900853477781,0,0,0.252383750654297,0.288900853477781,0.234684680191753,0.224030715676168
105,bpsk,8psk,0,0.284027415905279,0,0,0.252171115143988,0.284027415905279,0.236739481383256,0.227061987567478
106,bpsk,8psk,0,0.285045002084951,0,0,0.252093598463051,0.285045002084951,0.236398356582037,0.226463042869961
107,bpsk,8psk,0,0.288602935819347,0,0,0.252432518837628,0.288602935819347,0.234766169220938,0.224198376122088
108,bpsk,8psk,0,0.286389973574252,0,0,0.252021847157915,0.286389973574252,0.235926333767416,0.225661845500418
109,bpsk,8psk,0,0.28492017586545,0,0,0.252032675919576,0.28492017586545,0.236489836917679,0.226557311297295
110,bpsk,8psk,0,0.285744104588372,0,0,0.252052208068302,0.285744104588372,0.23615432194456,0.226049365398766
111,bpsk,8psk,0,0.285437087607369,0,0,0.25194804450279,0.285437087607369,0.236347592292532,0.226267275597309
112,bpsk,8psk,0,0.284875348251284,0,0,0.251931526461026,0.284875348251284,0.236577407384473,0.226615717903216
113,bpsk,8psk,0,0.286451006610054,0,0,0.252708464322556,0.286451006610054,0.235433421950467,0.225407107116923
114,bpsk,8psk,0,0.286730937691482,0,0,0.251913628071547,0.286730937691482,0.235866552423981,0.22548888181299
115,bpsk,8psk,0,0.284437818853262,0,0,0.251917706287853,0.284437818853262,0.236756594416398,0.226887880442487
116,bpsk,8psk,0,0.287497025733125,0,0,0.251932674048807,0.287497025733125,0.23555228390482,0.225018016313249
117,bpsk,8psk,0,0.28573445026039,0,0,0.251932446135416,0.28573445026039,0.236242751986552,0.226090351617642
118,bpsk,8psk,0,0.286228965280252,0,0,0.251945828980875,0.286228965280252,0.236040462854805,0.225784742884068
119,bpsk,8psk,0,0.289005110889408,0,0,0.251894753914292,0.289005110889408,0.234983624436311,0.224116510759989
120,bpsk,8psk,0,0.282321638367708,0,0,0.251940472474651,0.282321638367708,0.237555600245488,0.228182288912152
121,bpsk,8psk,0,0.287552928552146,0,0,0.252365677081547,0.287552928552146,0.235229094839998,0.22485229952631
122,bpsk,8psk,0,0.286764190791179,0,0,0.251912479385042,0.286764190791179,0.235854299892716,0.225469029931063
123,bpsk,8psk,0,0.287179011602258,0,0,0.251993992322842,0.287179011602258,0.235632882256787,0.225194113818112
124,bpsk,8psk,0,0.290615463457508,0,0,0.251904386904627,0.290615463457508,0.234335636464165,0.2231445131737
125,bpsk,8psk,0,0.287465916630759,0,0,0.252057359551493,0.287465916630759,0.235477096988286,0.224999626829463
126,bpsk,8psk,0,0.285017265783762,0,0,0.251916413410496,0.285017265783762,0.236532882114695,0.226533438691047
127,bpsk,8psk,0,0.286534430527103,0,0,0.252063122439387,0.286534430527103,0.235839389826047,0.225563057207463
128,bpsk,8psk,0,0.28493997527108,0,0,0.251963968346111,0.28493997527108,0.236530232645235,0.226565823737575
129,bpsk,8psk,0,0.283477650171745,0,0,0.25229460586113,0.283477650171745,0.236867264560511,0.227360479406614
130,bpsk,8psk,0,0.286221420234365,0,0,0.251917227681294,0.286221420234365,0.236063367431783,0.225797984652558
131,bpsk,8psk,0,0.284814744187308,0,0,0.252050334134794,0.284814744187308,0.236517831718378,0.226617089959521
132,bpsk,8psk,0,0.284879556627921,0,0,0.251925715489659,0.284879556627921,0.236579861192154,0.226614866690266
133,bpsk,8psk,0,0.288656327858247,0,0,0.252661437145192,0.288656327858247,0.234586788005208,0.224095446991353
134,bpsk,8psk,0,0.287913091553003,0,0,0.252047879418523,0.287913091553003,0.235306217900492,0.224732811127982
135,bpsk,8psk,0,0.289797799377837,0,0,0.25203775966563,0.289797799377837,0.234566299129549,0.223598141826984
136,bpsk,8psk,0,0.290308943187239,0,0,0.251892195232527,0.290308943187239,0.234466702540748,0.223332159039486
137,bpsk,8psk,0,0.287422511375316,0,0,0.252245229582389,0.287422511375316,0.235362478209073,0.224969780833222
138,bpsk,8psk,0,0.286713137325989,0,0,0.252786672206058,0.286713137325989,0.235263974848925,0.225236215619029
139,bpsk,8psk,0,0.28549152310674,0,0,0.252219397374376,0.28549152310674,0.236138008607027,0.226151070911857
140,bpsk,8psk,0,0.287914775002508,0,0,0.252163791481517,0.287914775002508,0.235229091438908,0.224692342077067
141,bpsk,8psk,0,0.289518377163315,0,0,0.251957111306384,0.289518377163315,0.234736463905698,0.223788047624603
142,bpsk,8psk,0,0.287382284878849,0,0,0.251916962605413,0.287382284878849,0.2356084841202,0.225092268395538
143,bpsk,8psk,0,0.285079819790383,0,0,0.252222911490521,0.285079819790383,0.236294265488682,0.226403003230415
144,bpsk,8psk,0,0.289296696898712,0,0,0.251955470013806,0.289296696898712,0.234825210494433,0.223922622593049
145,bpsk,8psk,0,0.287335559405004,0,0,0.252048100639162,0.287335559405004,0.235534716819954,0.225081623135881
146,bpsk,8psk,0,0.284924753017516,0,0,0.251927904605938,0.284924753017516,0.23656080272873,0.226586539647815
147,bpsk,8psk,0,0.28813892398643,0,0,0.251956807783411,0.28813892398643,0.235281600538648,0.224622667691511
148,bpsk,8psk,0,0.285028168209679,0,0,0.252135100287797,0.285028168209679,0.236376964642994,0.226459766859531
149,bpsk,8psk,0,0.287238888990551,0,0,0.25204212347389,0.287238888990551,0.235577140510451,0.225141847025108
150,bpsk,8psk,0,0.284980334358617,0,0,0.251985523659826,0.284980334358617,0.236498486742007,0.226535655239549
151,bpsk,8psk,0,0.288013765000857,0,0,0.251978554527832,0.288013765000857,0.235315529866953,0.224692150604358
152,bpsk,8psk,0,0.286079123099405,0,0,0.252051291965956,0.286079123099405,0.236026297205785,0.225843287728854
153,bpsk,8psk,0,0.28761665582549,0,0,0.252572273281762,0.28761665582549,0.235065595361931,0.224745475530817
154,bpsk,8psk,0,0.287141024343711,0,0,0.251975170415129,0.287141024343711,0.23566247876352,0.225221326477639
155,bpsk,8psk,0,0.28330151699714,0,0,0.251961230608662,0.28330151699714,0.237165347545739,0.227571904848459
156,bpsk,8psk,0,0.286751511625019,0,0,0.252052417072577,0.286751511625019,0.235760599537658,0.225435471764746
157,bpsk,8psk,0,0.287670498025366,0,0,0.25192617689647,0.287670498025366,0.235488445891944,0.224914879186219
158,bpsk,8psk,0,0.287607555633272,0,0,0.251903635741202,0.287607555633272,0.235529350433469,0.224959458192056
159,bpsk,8psk,0,0.284189251317128,0,0,0.252059060566929,0.284189251317128,0.236753160024683,0.22699852809126
160,bpsk,8psk,0,0.285894850756897,0,0,0.251922527269909,0.285894850756897,0.236187151943816,0.225995470029378
161,bpsk,8psk,0,0.283754101210976,0,0,0.252533802376002,0.283754101210976,0.236602053287711,0.22711004312531
162,bpsk,8psk,0,0.285588998085712,0,0,0.251915657514064,0.285588998085712,0.236311117804926,0.226184226595298
163,bpsk,8psk,0,0.286968856684457,0,0,0.252095853476515,0.286968856684457,0.235644474571938,0.22529081526709
164,bpsk,8psk,0,0.289836268558508,0,0,0.252164833860875,0.289836268558508,0.234463101033886,0.22353579654673
165,bpsk,8psk,0,0.28898534848357,0,0,0.251960985854334,0.28898534848357,0.234944642656417,0.224109023005679
166,bpsk,8psk,0,0.284967264892182,0,0,0.252006857364462,0.284967264892182,0.236489729022274,0.226536148721083
167,bpsk,8psk,0,0.285833941513275,0,0,0.252439307455306,0.285833941513275,0.235857256208972,0.225869494822446
168,bpsk,8psk,0,0.287051371029901,0,0,0.25193547095741,0.287051371029901,0.235725201454389,0.2252879565583
169,bpsk,8psk,0,0.287689670144446,0,0,0.252035987311733,0.287689670144446,0.235404138354,0.224870204189821
170,bpsk,8psk,0,0.285482334212383,0,0,0.252649578986265,0.285482334212383,0.235845100927565,0.226022985873788
171,bpsk,8psk,0,0.289623297744948,0,0,0.25198441176357,0.289623297744948,0.234674766766981,0.223717523724501
172,bpsk,8psk,0,0.285417003490791,0,0,0.251924772122827,0.285417003490791,0.236371722439852,0.226286501946531
173,bpsk,8psk,0,0.288529781420488,0,0,0.251930388343686,0.288529781420488,0.235146310636175,0.22439351959965
174,bpsk,8psk,0,0.285353152462017,0,0,0.251916844204103,0.285353152462017,0.236402074758188,0.226327928575692
175,bpsk,8psk,0,0.285339130212369,0,0,0.252950299579837,0.285339130212369,0.235695016875286,0.226015553332509
176,bpsk,8psk,0,0.288577107973112,0,0,0.251893703541625,0.288577107973112,0.235153841006854,0.224375347478409
177,bpsk,8psk,0,0.284277068918562,0,0,0.252207278723408,0.284277068918562,0.236617092798469,0.226898559559561
178,bpsk,8psk,0,0.283022351658992,0,0,0.251923137780396,0.283022351658992,0.237298548829328,0.227755961731284
179,bpsk,8psk,0,0.284414146135944,0,0,0.251930149085402,0.284414146135944,0.236757250684497,0.226898454094157
180,bpsk,8psk,0,0.287884960359387,0,0,0.251983316828363,0.287884960359387,0.235363867927012,0.224767854885238
181,bpsk,8psk,0,0.284344294530912,0,0,0.251974939756577,0.284344294530912,0.236753641886096,0.226927123826415
182,bpsk,8psk,0,0.288541223691521,0,0,0.252411112576309,0.288541223691521,0.234806972770799,0.224240690961371
183,bpsk,8psk,0,0.283487074653242,0,0,0.252103222543231,0.283487074653242,0.236996565084155,0.227413137719373
184,bpsk,8psk,0,0.285881916467797,0,0,0.251978339933095,0.285881916467797,0.236153248677544,0.225986494921564
185,bpsk,8psk,0,0.287316444040322,0,0,0.251908285427713,0.287316444040322,0.235640571400636,0.225134699131329
186,bpsk,8psk,0,0.287048771384207,0,0,0.25204832342231,0.287048771384207,0.235647488391247,0.225255416802236
187,bpsk,8psk,0,0.289105411954963,0,0,0.252509716621254,0.289105411954963,0.234513545246514,0.223871326177268
188,bpsk,8psk,0,0.2858536342153,0,0,0.252165797663258,0.2858536342153,0.236033558310748,0.225947009810695
189,bpsk,8psk,0,0.284730346010065,0,0,0.251973201406331,0.284730346010065,0.236604519370907,0.226691933212697
190,bpsk,8psk,0,0.286741933632671,0,0,0.251948602875081,0.286741933632671,0.2358377131351,0.225471750357148
191,bpsk,8psk,0,0.285005060436296,0,0,0.25191659183584,0.285005060436296,0.236537496513415,0.22654085121445
192,bpsk,8psk,0,0.284064371619051,0,0,0.251920584121817,0.284064371619051,0.236898938208205,0.227116106050927
193,bpsk,8psk,0,0.283952674625092,0,0,0.252078620954719,0.283952674625092,0.236832780645096,0.227135923775093
194,bpsk,8psk,0,0.281869053723417,0,0,0.251906742073181,0.281869053723417,0.237751448356998,0.228472755846404
195,bpsk,8psk,0,0.286505923088358,0,0,0.25212042669934,0.286505923088358,0.235811694956109,0.225561955256193
196,bpsk,8psk,0,0.286213914088571,0,0,0.252072412144214,0.286213914088571,0.235956834288574,0.225756839478641
197,bpsk,8psk,0,0.287214345733107,0,0,0.252003047374926,0.287214345733107,0.235614704076777,0.22516790281519
198,bpsk,8psk,0,0.284252042564166,0,0,0.251946477732989,0.284252042564166,0.236808400747378,0.226993078955467
199,bpsk,8psk,0,0.283685348286482,0,0,0.251917721293853,0.283685348286482,0.237047187135424,0.22734974328424
200,bpsk,8psk,0,0.286425209836767,0,0,0.25214989086272,0.286425209836767,0.23582305331963,0.225601845980883
1,bpsk,8psk,0,0.276526411281611,2.5,0,0.251823196693686,0.276526411281611,0.239817278639709,0.231833113384994
2,bpsk,8psk,0,0.278360241571005,2.5,0,0.25186503786469,0.278360241571005,0.239106217273122,0.230668503291184
3,bpsk,8psk,0,0.277729729390658,2.5,0,0.251847975979824,0.277729729390658,0.239353321854578,0.23106897277494
4,bpsk,8psk,0,0.276726314584401,2.5,0,0.251870386145551,0.276726314584401,0.239711786905227,0.231691512364821
5,bpsk,8psk,0,0.276261181962644,2.5,0,0.251815199436253,0.276261181962644,0.239920815457806,0.232002803143296
6,bpsk,8psk,0,0.277052018625201,2.5,0,0.251968293445835,0.277052018625201,0.239525712192777,0.231453975736187
7,bpsk,8psk,0,0.276851171352762,2.5,0,0.251827856396837,0.276851171352762,0.239693729128659,0.231627243121741
8,bpsk,8psk,0,0.277457813736749,2.5,0,0.251873675107206,0.277457813736749,0.239437498637628,0.231231012518416
9,bpsk,8psk,0,0.277283829047161,2.5,0,0.251874376707962,0.277283829047161,0.239502015429581,0.231339778815296
10,bpsk,8psk,0,0.276933698301841,2.5,0,0.251867205818802,0.276933698301841,0.239636920480199,0.231562175399158
11,bpsk,8psk,0,0.277152673440798,2.5,0,0.251834008463113,0.277152673440798,0.239577599035978,0.231435719060111
12,bpsk,8psk,0,0.277799635526242,2.5,0,0.251936840805233,0.277799635526242,0.239267901670669,0.230995621997857
13,bpsk,8psk,0,0.278441768291552,2.5,0,0.251869972484738,0.278441768291552,0.239072417267029,0.230615841956682
14,bpsk,8psk,0,0.276754278256919,2.5,0,0.251850592843395,0.276754278256919,0.239714582194677,0.231680546705009
15,bpsk,8psk,0,0.277838474825582,2.5,0,0.251851440135685,0.277838474825582,0.239310430703234,0.230999654335499
16,bpsk,8psk,0,0.276105717728762,2.5,0,0.251809513828509,0.276105717728762,0.239982082791447,0.232102685651282
17,bpsk,8psk,0,0.2791334277161,2.5,0,0.251921862803756,0.2791334277161,0.238777893858765,0.23016681562138
18,bpsk,8psk,0,0.276608734077035,2.5,0,0.251829236174672,0.276608734077035,0.239782758217273,0.231779271531021
19,bpsk,8psk,0,0.276389580425464,2.5,0,0.25192971030616,0.276389580425464,0.239797234832837,0.23188347443554
20,bpsk,8psk,0,0.276752136167897,2.5,0,0.251841447165197,0.276752136167897,0.239721470369334,0.231684946297572
21,bpsk,8psk,0,0.277018899245325,2.5,0,0.251986786228176,0.277018899245325,0.239525686652436,0.231468627874063
22,bpsk,8psk,0,0.277386642429791,2.5,0,0.25185190225776,0.277386642429791,0.23947862935987,0.23128282595258
23,bpsk,8psk,0,0.277081682676995,2.5,0,0.25185609075346,0.277081682676995,0.239589302072594,0.231472924496951
24,bpsk,8psk,0,0.276504374311781,2.5,0,0.251830595496438,0.276504374311781,0.239820594503555,0.231844435688226
25,bpsk,8psk,0,0.276538597995575,2.5,0,0.251846495530657,0.276538597995575,0.239797314208142,0.231817592265625
26,bpsk,8psk,0,0.27789586462748,2.5,0,0.251887495660579,0.27789586462748,0.239265020531871,0.23095161918007
27,bpsk,8psk,0,0.276626296355153,2.5,0,0.251842342773282,0.276626296355153,0.239767572499415,0.231763788372149
28,bpsk,8psk,0,0.275906459687074,2.5,0,0.2518070234291,0.275906459687074,0.240057368723287,0.232229148160539
29,bpsk,8psk,0,0.277529002802783,2.5,0,0.251896155907121,0.277529002802783,0.239396052405979,0.231178788884117
30,bpsk,8psk,0,0.275218708387044,2.5,0,0.251788383143843,0.275218708387044,0.240323159737014,0.232669748732098
31,bpsk,8psk,0,0.277459648729068,2.5,0,0.25189105105815,0.277459648729068,0.239425444325622,0.23122385588716
32,bpsk,8psk,0,0.276873190576999,2.5,0,0.251996020124902,0.276873190576999,0.239574262983623,0.231556526314475
33,bpsk,8psk,0,0.277326262781028,2.5,0,0.251851147038387,0.277326262781028,0.239501534178907,0.231321056001678
34,bpsk,8psk,0,0.276994342668742,2.5,0,0.252018162933587,0.276994342668742,0.239513173060143,0.231474321337529
35,bpsk,8psk,0,0.277917482929089,2.5,0,0.251992948053644,0.277917482929089,0.239186437281555,0.230903131735712
36,bpsk,8psk,0,0.276428173407186,2.5,0,0.25181822410238,0.276428173407186,0.239856986566922,0.231896615923512
37,bpsk,8psk,0,0.275966915736141,2.5,0,0.251805827757069,0.275966915736141,0.240035820535451,0.232191435971338
38,bpsk,8psk,0,0.277941188957641,2.5,0,0.251853917628803,0.277941188957641,0.239270410778421,0.230934482635135
39,bpsk,8psk,0,0.277819659098376,2.5,0,0.251930168007738,0.277819659098376,0.239264910216143,0.230985262677743
40,bpsk,8psk,0,0.277035877404852,2.5,0,0.251832855464886,0.277035877404852,0.239621788992127,0.231509478138136
41,bpsk,8psk,0,0.277469021313218,2.5,0,0.251871513673099,0.277469021313218,0.239434873179043,0.23122459183464
